CODIGO;NOMBRE;C.FAM.;NOMBRE FAMILIA;C.PRO.;NOMBRE PROVEEDOR;OBSERVACIONES;UBICACION;MEDIDA;CLASIFICACION;COMPRAS;VENTAS;CODIGO DE BARRAS;REFERENCIA PROVEEDOR
GB2994000VARUNI;BALA GB SLUG (10 uds);2;MUNICION;23;SOFIAM IBERICA, SL;;;;;6000000000;7000000000;8,4351E+12;G2994000007 
832649457AZUUNI;BOLSA BERETTA PORTACARTUCHOS GAMEKEEPER EVO 150;3;ROPA Y TEXTIL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,05183E+12;25000249OL0000
832649457VERUNI;BOLSA BERETTA PORTACARTUCHOS GAMEKEEPER EVO 150;3;ROPA Y TEXTIL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;832649457VERUNI;
832649457AUXUNI;BOLSA BERETTA PORTACARTUCHOS GAMEKEEPER EVO 150;3;ROPA Y TEXTIL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;832649457AUXUNI;
000000547AMAUNI;BOLSA DE TIRO BENISPORT AMARILLA;3;ROPA Y TEXTIL;37;JOSE MONLLOR, SL;;;;;6000000000;7000000000;000000547AMAUNI;
000000547AZUUNI;BOLSA DE TIRO BENISPORT AZUL;3;ROPA Y TEXTIL;37;JOSE MONLLOR, SL;;;;;6000000000;7000000000;000000547AZUUNI;
000000547NARUNI;BOLSA DE TIRO BENISPORT NARANJA;3;ROPA Y TEXTIL;37;JOSE MONLLOR, SL;;;;;6000000000;7000000000;000000547NARUNI;
000000547SSSUNI;BOLSA DE TIRO BENISPORT NEGRA;3;ROPA Y TEXTIL;37;JOSE MONLLOR, SL;;;;;6000000000;7000000000;000000547SSSUNI;
000000547NEGUNI;BOLSA DE TIRO BENISPORT NEGRA;3;ROPA Y TEXTIL;37;JOSE MONLLOR, SL;;;;;6000000000;7000000000;000000547NEGUNI;
000000547ROJUNI;BOLSA DE TIRO BENISPORT ROJA;3;ROPA Y TEXTIL;37;JOSE MONLLOR, SL;;;;;6000000000;7000000000;8,42792E+12;547R
000000547VERUNI;BOLSA DE TIRO BENISPORT VERDE;3;ROPA Y TEXTIL;37;JOSE MONLLOR, SL;;;;;6000000000;7000000000;8,42792E+12;547K
P89750000VAR036;BOTA AIGLE ALTAVIO MID GTX 36;0;GENERAL;31;TIM SPORT, SL;MARRON/SEPIA;;;;6000000000;7000000000;P89750000VAR036;P8975
P89750000VAR037;BOTA AIGLE ALTAVIO MID GTX 37;0;GENERAL;31;TIM SPORT, SL;MARRON/SEPIA;;;;6000000000;7000000000;P89750000VAR037;P8975
P89750000VAR040;BOTA AIGLE ALTAVIO MID GTX 40;0;GENERAL;31;TIM SPORT, SL;MARRON/SEPIA;;;;6000000000;7000000000;P89750000VAR040;P8975
P89750000VAR041;BOTA AIGLE ALTAVIO MID GTX 41;0;GENERAL;31;TIM SPORT, SL;MARRON/SEPIA;;;;6000000000;7000000000;3,24658E+12;P8975
P89750000VAR042;BOTA AIGLE ALTAVIO MID GTX 42;0;GENERAL;31;TIM SPORT, SL;MARRON/SEPIA;;;;6000000000;7000000000;3,24658E+12;P8975
P89750000VAR043;BOTA AIGLE ALTAVIO MID GTX 43;0;GENERAL;31;TIM SPORT, SL;MARRON/SEPIA;;;;6000000000;7000000000;3,24658E+12;P8975
P89750000VAR044;BOTA AIGLE ALTAVIO MID GTX 44;0;GENERAL;31;TIM SPORT, SL;MARRON/SEPIA;;;;6000000000;7000000000;3,24658E+12;P8975
P89750000VAR045;BOTA AIGLE ALTAVIO MID GTX 45;0;GENERAL;31;TIM SPORT, SL;MARRON/SEPIA;;;;6000000000;7000000000;3,24658E+12;P8975
01680085GMAR042;BOTA BERETTA 4 LOW 42;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,05183E+12;25000194OL0000
01680085GMAR043;BOTA BERETTA 4 LOW 43;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,05183E+12;25000194OL0000
ST3910000VAR040;BOTA BERETTA ARABUKO GTX BROWN 40;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;8,05183E+12;st391l0115085g7.5
ST3910000VAR041;BOTA BERETTA ARABUKO GTX BROWN 41;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;8,05183E+12;ST391
ST3910000VAR042;BOTA BERETTA ARABUKO GTX BROWN 42;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;8,05183E+12;ST391
ST3910000VAR043;BOTA BERETTA ARABUKO GTX BROWN 43;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;8,05183E+12;st391l0115085g10
ST3910000VAR044;BOTA BERETTA ARABUKO GTX BROWN 44;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;8,05183E+12;st391l0115085g10.5
ST3910000VAR045;BOTA BERETTA ARABUKO GTX BROWN 45;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;ST3910000VAR045;ST391
ST3910000VAR046;BOTA BERETTA ARABUKO GTX BROWN 46;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;8,05183E+12;st391l0115085g12.5
ST4510000VAR040;BOTA BERETTA BRYCE GTX BOOT FOREST NIGHT 40;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VEREDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;ST451
ST4510000VAR041;BOTA BERETTA BRYCE GTX BOOT FOREST NIGHT 41;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VEREDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;ST451
ST4510000VAR042;BOTA BERETTA BRYCE GTX BOOT FOREST NIGHT 42;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VEREDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;ST451
ST4510000VAR043;BOTA BERETTA BRYCE GTX BOOT FOREST NIGHT 43;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VEREDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;ST451
ST4510000VAR044;BOTA BERETTA BRYCE GTX BOOT FOREST NIGHT 44;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VEREDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;st451l013007a610.5
ST4510000VAR045;BOTA BERETTA BRYCE GTX BOOT FOREST NIGHT 45;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VEREDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;st451l013007a611.5
ST4510000VAR046;BOTA BERETTA BRYCE GTX BOOT FOREST NIGHT 46;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VEREDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;st451l013007a612.5
ST381L015MAR036;BOTA BERETTA CHOBE GTX BROWN 36;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;ST381L015MAR036;L01131
ST381L015MAR037;BOTA BERETTA CHOBE GTX BROWN 37;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;ST381L015MAR037;L01131
ST381L015MAR038;BOTA BERETTA CHOBE GTX BROWN 38;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;ST381L015MAR038;L01131
ST381L015MAR039;BOTA BERETTA CHOBE GTX BROWN 39;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;ST381L015MAR039;L01131
ST381L015MAR040;BOTA BERETTA CHOBE GTX BROWN 40;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;L01131
ST381L015MAR041;BOTA BERETTA CHOBE GTX BROWN 41;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;L01131
ST381L015MAR042;BOTA BERETTA CHOBE GTX BROWN 42;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;ST381L015MAR042;L01131
ST381L015MAR043;BOTA BERETTA CHOBE GTX BROWN 43;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;ST381L015MAR043;L01131
ST381L015MAR044;BOTA BERETTA CHOBE GTX BROWN 44;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;ST381L015MAR044;L01131
ST381L015MAR045;BOTA BERETTA CHOBE GTX BROWN 45;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;ST381L015MAR045;L01131
ST381L015MAR046;BOTA BERETTA CHOBE GTX BROWN 46;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;ST381L015MAR046;L01131
832491391MAR041;BOTA BERETTA LOWVELD GTX BROWN 41;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;832491391MAR041;ST341L0111085G41
832491391MAR042;BOTA BERETTA LOWVELD GTX BROWN 42;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;832491391MAR042;ST341L0111085G42
832491391MAR043;BOTA BERETTA LOWVELD GTX BROWN 43;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;832491391MAR043;ST341L0111085G43
832491391MAR044;BOTA BERETTA LOWVELD GTX BROWN 44;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,05183E+12;ST341L0111085G44
832491391MAR045;BOTA BERETTA LOWVELD GTX BROWN 45;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;832491391MAR045;ST341L0111085G
832491391MAR046;BOTA BERETTA LOWVELD GTX BROWN 46;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;832491391MAR046;ST341L0111085G
832722181MAR040;BOTA BERETTA SCOUT MID GTX LIGHT BROWN 40;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;832722181MAR040;
832722181MAR041;BOTA BERETTA SCOUT MID GTX LIGHT BROWN 41;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,05183E+12;ST541L015808238.5
832722181MAR042;BOTA BERETTA SCOUT MID GTX LIGHT BROWN 42;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,05183E+12;ST541L015808239
832722181MAR043;BOTA BERETTA SCOUT MID GTX LIGHT BROWN 43;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,05183E+12;ST541L0158082310
832722181MAR044;BOTA BERETTA SCOUT MID GTX LIGHT BROWN 44;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,05183E+12;ST541L0158082310.5
832722181MAR045;BOTA BERETTA SCOUT MID GTX LIGHT BROWN 45;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,05183E+12;ST541L0158082311.5
832722181MAR046;BOTA BERETTA SCOUT MID GTX LIGHT BROWN 46;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;832722181MAR046;
ST0150000VAR040;BOTA BERETTA SETTER GTX BROWN 40;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;8,05183E+12;ST015
ST0150000VAR041;BOTA BERETTA SETTER GTX BROWN 41;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;8,05183E+12;st015l0108085g8.5
ST0150000VAR042;BOTA BERETTA SETTER GTX BROWN 42;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;8,05183E+12;ST015
ST0150000VAR043;BOTA BERETTA SETTER GTX BROWN 43;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;8,05183E+12;ST015
ST0150000VAR044;BOTA BERETTA SETTER GTX BROWN 44;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;8,05183E+12;ST015
ST0150000VAR045;BOTA BERETTA SETTER GTX BROWN 45;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;8,05183E+12;ST015
ST0150000VAR046;BOTA BERETTA SETTER GTX BROWN 46;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;8,05183E+12;st015l0108085g12.5
ST0150000VAR047;BOTA BERETTA SETTER GTX BROWN 47;0;GENERAL;;;MARRON VERDOSO;;;;6000000000;7000000000;ST0150000VAR047;ST015
L01131000VAR040;BOTA BERETTA SHOT GTX BOOTS FOREST NIGHT 40;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;st461l013107a67.5
L01131000VAR041;BOTA BERETTA SHOT GTX BOOTS FOREST NIGHT 41;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;st461l013107a68.5
L01131000VAR042;BOTA BERETTA SHOT GTX BOOTS FOREST NIGHT 42;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;st461l013107a69
L01131000VAR043;BOTA BERETTA SHOT GTX BOOTS FOREST NIGHT 43;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;st461l013107a610
L01131000VAR044;BOTA BERETTA SHOT GTX BOOTS FOREST NIGHT 44;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;st461l013107a610.5
L01131000VAR045;BOTA BERETTA SHOT GTX BOOTS FOREST NIGHT 45;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;st461l013107a611.5
L01131000VAR046;BOTA BERETTA SHOT GTX BOOTS FOREST NIGHT 46;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;8,05183E+12;st461l013107a612.5
L01131000VAR047;BOTA BERETTA SHOT GTX BOOTS FOREST NIGHT 47;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE/NEGRO;;;;6000000000;7000000000;L01131000VAR047;L01131
154075041VER041;BOTA BERETTA TRACKER BOA GTX 41;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE MILITAR;;;;6000000000;7000000000;8,05183E+12;ST561L0154075085
154075041VER042;BOTA BERETTA TRACKER BOA GTX 42;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE MILITAR;;;;6000000000;7000000000;8,05183E+12;ST561L015407509
154075041VER043;BOTA BERETTA TRACKER BOA GTX 43;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE MILITAR;;;;6000000000;7000000000;8,05183E+12;ST561L0154075010
154075041VER044;BOTA BERETTA TRACKER BOA GTX 44;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE MILITAR;;;;6000000000;7000000000;8,05183E+12;ST561L01540750105
154075041VER045;BOTA BERETTA TRACKER BOA GTX 45;0;GENERAL;6;BERETTA BENELLI IBERICA, SA;VERDE MILITAR;;;;6000000000;7000000000;8,05183E+12;ST561L01540750115
447650100VER038;BOTA CHIRUCA ALASKA 01 GORE-TEX 38;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4476501
447650100VER039;BOTA CHIRUCA ALASKA 01 GORE-TEX 39;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4476501
447650100VER040;BOTA CHIRUCA ALASKA 01 GORE-TEX 40;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4476501
447650100VER041;BOTA CHIRUCA ALASKA 01 GORE-TEX 41;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4476501
447650100VER042;BOTA CHIRUCA ALASKA 01 GORE-TEX 42;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4476501
447650100VER043;BOTA CHIRUCA ALASKA 01 GORE-TEX 43;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4476501
447650100VER044;BOTA CHIRUCA ALASKA 01 GORE-TEX 44;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4476501
447650100VER045;BOTA CHIRUCA ALASKA 01 GORE-TEX 45;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4476501
447650100VER046;BOTA CHIRUCA ALASKA 01 GORE-TEX 46;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4476501
447650100VER047;BOTA CHIRUCA ALASKA 01 GORE-TEX 47;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4476501
004408401VER036;BOTA CHIRUCA ARALAR 01 GORETEX 36;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER036;4408401
004408401VER037;BOTA CHIRUCA ARALAR 01 GORETEX 37;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER037;4408401
004408401VER038;BOTA CHIRUCA ARALAR 01 GORETEX 38;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER038;4408401
004408401VER039;BOTA CHIRUCA ARALAR 01 GORETEX 39;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER039;4408401
004408401VER040;BOTA CHIRUCA ARALAR 01 GORETEX 40;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER040;4408401
004408401VER041;BOTA CHIRUCA ARALAR 01 GORETEX 41;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER041;4408401
004408401VER042;BOTA CHIRUCA ARALAR 01 GORETEX 42;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER042;4408401
004408401VER043;BOTA CHIRUCA ARALAR 01 GORETEX 43;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER043;4408401
004408401VER044;BOTA CHIRUCA ARALAR 01 GORETEX 44;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER044;4408401
004408401VER045;BOTA CHIRUCA ARALAR 01 GORETEX 45;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER045;4408401
004408401VER046;BOTA CHIRUCA ARALAR 01 GORETEX 46;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER046;4408401
004408401VER047;BOTA CHIRUCA ARALAR 01 GORETEX 47;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER047;4408401
004408401VER048;BOTA CHIRUCA ARALAR 01 GORETEX 48;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER048;4408401
004408401VER050;BOTA CHIRUCA ARALAR 01 GORETEX 50;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004408401VER050;4408401
440930800VAR039;BOTA CHIRUCA BERREA HI VIS 08 GORE-TEX 39;0;GENERAL;35;CALZADOS FAL, SA;MARRON;;;;6000000000;7000000000;8,4261E+12;4409308
440930800VAR040;BOTA CHIRUCA BERREA HI VIS 08 GORE-TEX 40;0;GENERAL;35;CALZADOS FAL, SA;MARRON;;;;6000000000;7000000000;8,4261E+12;4409308
440930800VAR041;BOTA CHIRUCA BERREA HI VIS 08 GORE-TEX 41;0;GENERAL;35;CALZADOS FAL, SA;MARRON;;;;6000000000;7000000000;8,4261E+12;4409308
440930800VAR042;BOTA CHIRUCA BERREA HI VIS 08 GORE-TEX 42;0;GENERAL;35;CALZADOS FAL, SA;MARRON;;;;6000000000;7000000000;8,4261E+12;4409308
440930800VAR043;BOTA CHIRUCA BERREA HI VIS 08 GORE-TEX 43;0;GENERAL;35;CALZADOS FAL, SA;MARRON;;;;6000000000;7000000000;8,4261E+12;4409308
440930800VAR044;BOTA CHIRUCA BERREA HI VIS 08 GORE-TEX 44;0;GENERAL;35;CALZADOS FAL, SA;MARRON;;;;6000000000;7000000000;8,4261E+12;4409308
440930800VAR045;BOTA CHIRUCA BERREA HI VIS 08 GORE-TEX 45;0;GENERAL;35;CALZADOS FAL, SA;MARRON;;;;6000000000;7000000000;8,4261E+12;4409308
440930800VAR046;BOTA CHIRUCA BERREA HI VIS 08 GORE-TEX 46;0;GENERAL;35;CALZADOS FAL, SA;MARRON;;;;6000000000;7000000000;8,4261E+12;4409308
000044751VER038;BOTA CHIRUCA BOXER BOA 01 GORE-TEX 38;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;
000044751VER039;BOTA CHIRUCA BOXER BOA 01 GORE-TEX 39;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;
000044751VER040;BOTA CHIRUCA BOXER BOA 01 GORE-TEX 40;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;
000044751VER041;BOTA CHIRUCA BOXER BOA 01 GORE-TEX 41;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;
000044751VER042;BOTA CHIRUCA BOXER BOA 01 GORE-TEX 42;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;
000044751VER043;BOTA CHIRUCA BOXER BOA 01 GORE-TEX 43;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;
000044751VER044;BOTA CHIRUCA BOXER BOA 01 GORE-TEX 44;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;
000044751VER045;BOTA CHIRUCA BOXER BOA 01 GORE-TEX 45;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;
000044751VER046;BOTA CHIRUCA BOXER BOA 01 GORE-TEX 46;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;
000044751VER047;BOTA CHIRUCA BOXER BOA 01 GORE-TEX 47;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;
000044751VER048;BOTA CHIRUCA BOXER BOA 01 GORE-TEX 48;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;
000044751VER050;BOTA CHIRUCA BOXER BOA 01 GORE-TEX 50;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;
440410100VER039;BOTA CHIRUCA BRETON BOA 01 GORE-TEX 39;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;
440410100VER040;BOTA CHIRUCA BRETON BOA 01 GORE-TEX 40;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;
440410100VER041;BOTA CHIRUCA BRETON BOA 01 GORE-TEX 41;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;
440410100VER042;BOTA CHIRUCA BRETON BOA 01 GORE-TEX 42;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;
440410100VER043;BOTA CHIRUCA BRETON BOA 01 GORE-TEX 43;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;
440410100VER044;BOTA CHIRUCA BRETON BOA 01 GORE-TEX 44;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;
440410100VER045;BOTA CHIRUCA BRETON BOA 01 GORE-TEX 45;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;
440410100VER046;BOTA CHIRUCA BRETON BOA 01 GORE-TEX 46;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;
440410100VER047;BOTA CHIRUCA BRETON BOA 01 GORE-TEX 47;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;
447510112VER043;BOTA CHIRUCA BULLDOG BOA 01 GORE-TEX 43;0;GENERAL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;447510112
447610100VER038;BOTA CHIRUCA CANADA 01 GORE-TEX 38;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4476101
447610100VER039;BOTA CHIRUCA CANADA 01 GORE-TEX 39;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4476101
447610100VER040;BOTA CHIRUCA CANADA 01 GORE-TEX 40;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4476101
447610100VER041;BOTA CHIRUCA CANADA 01 GORE-TEX 41;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4476101
447610100VER042;BOTA CHIRUCA CANADA 01 GORE-TEX 42;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4476101
447610100VER043;BOTA CHIRUCA CANADA 01 GORE-TEX 43;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4476101
447610100VER044;BOTA CHIRUCA CANADA 01 GORE-TEX 44;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4476101
447610100VER045;BOTA CHIRUCA CANADA 01 GORE-TEX 45;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4476101
447610100VER046;BOTA CHIRUCA CANADA 01 GORE-TEX 46;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4476101
447610100VER047;BOTA CHIRUCA CANADA 01 GORE-TEX 47;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4476101
447610100VER048;BOTA CHIRUCA CANADA 01 GORE-TEX 48;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4476101
432800100VER038;BOTA CHIRUCA CARES 01 GORE-TEX 38;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4328001
432800100VER039;BOTA CHIRUCA CARES 01 GORE-TEX 39;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4328001
432800100VER040;BOTA CHIRUCA CARES 01 GORE-TEX 40;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4328001
432800100VER041;BOTA CHIRUCA CARES 01 GORE-TEX 41;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4328001
432800100VER042;BOTA CHIRUCA CARES 01 GORE-TEX 42;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4328001
432800100VER043;BOTA CHIRUCA CARES 01 GORE-TEX 43;0;GENERAL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4328001
