CODIGO;NOMBRE;C.FAM.;NOMBRE FAMILIA;C.PRO.;NOMBRE PROVEEDOR;OBSERVACIONES;UBICACION;MEDIDA;CLASIFICACION;COMPRAS;VENTAS;CODIGO DE BARRAS;REFERENCIA PROVEEDOR
030598958VERM..;CHALECO BROWNING SUMMIT KHAKI M;3;ROPA Y TEXTIL;4;AGUIRRE Y CIA, SA;;;;;6000000000;7000000000;23614760221;
030598958VERS..;CHALECO BROWNING SUMMIT KHAKI S;3;ROPA Y TEXTIL;4;AGUIRRE Y CIA, SA;;;;;6000000000;7000000000;23614760214;
030598958VERXL.;CHALECO BROWNING SUMMIT KHAKI XL;3;ROPA Y TEXTIL;4;AGUIRRE Y CIA, SA;;;;;6000000000;7000000000;23614760245;
030598958VERXXL;CHALECO BROWNING SUMMIT KHAKI XXL;3;ROPA Y TEXTIL;4;AGUIRRE Y CIA, SA;;;;;6000000000;7000000000;23614760252;
030598958MAR3XL;CHALECO BROWNING SUMMIT OLIVA 3XL;3;ROPA Y TEXTIL;4;AGUIRRE Y CIA, SA;;;;;6000000000;7000000000;23614773443;3059892406
030598958MARL..;CHALECO BROWNING SUMMIT OLIVA L;3;ROPA Y TEXTIL;4;AGUIRRE Y CIA, SA;;;;;6000000000;7000000000;23614773412;
030598958MARM..;CHALECO BROWNING SUMMIT OLIVA M;3;ROPA Y TEXTIL;4;AGUIRRE Y CIA, SA;;;;;6000000000;7000000000;23614773405;3059894202
030598958MARS..;CHALECO BROWNING SUMMIT OLIVA S;3;ROPA Y TEXTIL;4;AGUIRRE Y CIA, SA;;;;;6000000000;7000000000;23614773399;3059894201
030598958MARXL.;CHALECO BROWNING SUMMIT OLIVA XL;3;ROPA Y TEXTIL;4;AGUIRRE Y CIA, SA;;;;;6000000000;7000000000;23614773429;3059894204
030598958MARXXL;CHALECO BROWNING SUMMIT OLIVA XXL;3;ROPA Y TEXTIL;4;AGUIRRE Y CIA, SA;;;;;6000000000;7000000000;23614773436;3059894205
100340420VERXXL;CHALECO CALEFACTABLE SWEDTEAM ALPHA PRO M VERDE;3;ROPA Y TEXTIL;14;COMERCIAL EL CALDEN, SL;;;XXL;;6000000000;7000000000;7,33014E+12;1,0034E+11
100340420VER3XL;CHALECO CALEFACTABLE SWEDTEAM ALPHA PRO M VERDE;3;ROPA Y TEXTIL;14;COMERCIAL EL CALDEN, SL;;;3XL;;6000000000;7000000000;7,33014E+12;1,0034E+11
100340420VERL..;CHALECO CALEFACTABLE SWEDTEAM ALPHA PRO M VERDE L;3;ROPA Y TEXTIL;14;COMERCIAL EL CALDEN, SL;;;L;;6000000000;7000000000;7,33014E+12;1,0034E+11
100340420VERM..;CHALECO CALEFACTABLE SWEDTEAM ALPHA PRO M VERDE M;3;ROPA Y TEXTIL;14;COMERCIAL EL CALDEN, SL;;;M;;6000000000;7000000000;7,33014E+12;1,0034E+11
100340420VERS..;CHALECO CALEFACTABLE SWEDTEAM ALPHA PRO M VERDE S;3;ROPA Y TEXTIL;14;COMERCIAL EL CALDEN, SL;;;S;;6000000000;7000000000;7,33014E+12;1,0034E+11
100340420VERXL.;CHALECO CALEFACTABLE SWEDTEAM ALPHA PRO M VERDE XL;3;ROPA Y TEXTIL;14;COMERCIAL EL CALDEN, SL;;;XL;;6000000000;7000000000;7,33014E+12;1,0034E+11
100340420VERXS.;CHALECO CALEFACTABLE SWEDTEAM ALPHA PRO M VERDE XS;3;ROPA Y TEXTIL;14;COMERCIAL EL CALDEN, SL;;;XS;;6000000000;7000000000;7,33014E+12;1,0034E+11
000614140NEG048;CHALECO CASTELLANI RIO EVOLUTION TRAP AZUL T-48;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140NEG050;CHALECO CASTELLANI RIO EVOLUTION TRAP AZUL T-50;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140NEG052;CHALECO CASTELLANI RIO EVOLUTION TRAP AZUL T-52;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140NEG054;CHALECO CASTELLANI RIO EVOLUTION TRAP AZUL T-54;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140NEG058;CHALECO CASTELLANI RIO EVOLUTION TRAP AZUL T-58;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140GRI050;CHALECO CASTELLANI RIO EVOLUTION TRAP GRIS T-50;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140GRI052;CHALECO CASTELLANI RIO EVOLUTION TRAP GRIS T-52;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140GRI054;CHALECO CASTELLANI RIO EVOLUTION TRAP GRIS T-54;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140GRI056;CHALECO CASTELLANI RIO EVOLUTION TRAP GRIS T-56;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140GRI058;CHALECO CASTELLANI RIO EVOLUTION TRAP GRIS T-58;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140GRI060;CHALECO CASTELLANI RIO EVOLUTION TRAP GRIS T-60;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140AZU046;CHALECO CASTELLANI RIO EVOLUTION TRAP NAVY T-46;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140AZU048;CHALECO CASTELLANI RIO EVOLUTION TRAP NAVY T-48;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140AZU050;CHALECO CASTELLANI RIO EVOLUTION TRAP NAVY T-50;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140AZU052;CHALECO CASTELLANI RIO EVOLUTION TRAP NAVY T-52;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140AZU054;CHALECO CASTELLANI RIO EVOLUTION TRAP NAVY T-54;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140AZU056;CHALECO CASTELLANI RIO EVOLUTION TRAP NAVY T-56;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000614140AZU058;CHALECO CASTELLANI RIO EVOLUTION TRAP NAVY T-58;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
000655334VER4XL;CHALECO CASTELLANI SPORTING PRO VERDE 4XL;3;ROPA Y TEXTIL;7;HNOS. LAPARRA TARRAGA, SL;;;;;6000000000;7000000000;9,9E+12;
004595618NARL..;CHALECO CHIRUCA ONURIS 18 HI VIS L;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4595618
004595618NARM..;CHALECO CHIRUCA ONURIS 18 HI VIS M;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4595618
004595618NARS..;CHALECO CHIRUCA ONURIS 18 HI VIS S;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4595618
004595618NARXL.;CHALECO CHIRUCA ONURIS 18 HI VIS XL;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4595618
004595618NARXXL;CHALECO CHIRUCA ONURIS 18 HI VIS XXL;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4595618
458760100NARXL.;CHALECO CHIRUCA OSIRIS  HI VIS 08 XL;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;NARANJA;;;;6000000000;7000000000;8,4261E+12;4587608
458760100VER3XL;CHALECO CHIRUCA OSIRIS 01 3XL;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4587601
458760100VERL..;CHALECO CHIRUCA OSIRIS 01 L;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4587601
458760100VERM..;CHALECO CHIRUCA OSIRIS 01 M;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4587601
458760100VERS..;CHALECO CHIRUCA OSIRIS 01 S;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4587601
458760100VERXL.;CHALECO CHIRUCA OSIRIS 01 XL;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4587601
458760100VERXXL;CHALECO CHIRUCA OSIRIS 01 XXL;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;VERDE;;;;6000000000;7000000000;8,4261E+12;4587601
458760100NAR3XL;CHALECO CHIRUCA OSIRIS HI VIS 08 3XL;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;NARANJA;;;;6000000000;7000000000;8,4261E+12;4587608
458760100NARL..;CHALECO CHIRUCA OSIRIS HI VIS 08 L;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;NARANJA;;;;6000000000;7000000000;8,4261E+12;4587608
458760100NARM..;CHALECO CHIRUCA OSIRIS HI VIS 08 M;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;NARANJA;;;;6000000000;7000000000;8,4261E+12;4587608
458760100NARS..;CHALECO CHIRUCA OSIRIS HI VIS 08 S;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;NARANJA;;;;6000000000;7000000000;8,4261E+12;4587601
458760100NARXXL;CHALECO CHIRUCA OSIRIS HI VIS 08 XXL;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;NARANJA;;;;6000000000;7000000000;8,4261E+12;4587608
004588501VER3XL;CHALECO CHIRUCA SOFTSHELL OLSON 01 3XL;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004588501VER3XL;4588501
004588501VER4XL;CHALECO CHIRUCA SOFTSHELL OLSON 01 4XL;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004588501VER4XL;4588501
004588501VERL..;CHALECO CHIRUCA SOFTSHELL OLSON 01 L;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4588501
004588501VERM..;CHALECO CHIRUCA SOFTSHELL OLSON 01 M;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;8,4261E+12;4588501
004588501VERS..;CHALECO CHIRUCA SOFTSHELL OLSON 01 S;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004588501VERS..;4588501
004588501VERXL.;CHALECO CHIRUCA SOFTSHELL OLSON 01 XL;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004588501VERXL.;4588501
004588501VERXXL;CHALECO CHIRUCA SOFTSHELL OLSON 01 XXL;3;ROPA Y TEXTIL;35;CALZADOS FAL, SA;;;;;6000000000;7000000000;004588501VERXXL;4588501
000000300AZU3XL;CHALECO DE TIRO BENISPORT CLASSIC 3XL;3;ROPA Y TEXTIL;37;JOSE MONLLOR, SL;;;;;6000000000;7000000000;8,42792E+12;
000000300AZUL..;CHALECO DE TIRO BENISPORT CLASSIC L;3;ROPA Y TEXTIL;37;JOSE MONLLOR, SL;;;;;6000000000;7000000000;8,42792E+12;
000000300AZUM..;CHALECO DE TIRO BENISPORT CLASSIC M;3;ROPA Y TEXTIL;37;JOSE MONLLOR, SL;;;;;6000000000;7000000000;8,42792E+12;
000000300AZUS..;CHALECO DE TIRO BENISPORT CLASSIC S;3;ROPA Y TEXTIL;37;JOSE MONLLOR, SL;;;;;6000000000;7000000000;8,42792E+12;
000000300AZUXL.;CHALECO DE TIRO BENISPORT CLASSIC XL;3;ROPA Y TEXTIL;37;JOSE MONLLOR, SL;;;;;6000000000;7000000000;8,42792E+12;
000000300AZUXXL;CHALECO DE TIRO BENISPORT CLASSIC XXL;3;ROPA Y TEXTIL;37;JOSE MONLLOR, SL;;;;;6000000000;7000000000;8,42792E+12;
000000340NEG3XL;CHALECO DE TIRO BENISPORT FRESNO 3XL;3;ROPA Y TEXTIL;0;PROVEDORES VARIOS;;;;;6000000000;7000000000;8,42792E+12;340
000000340NEGL..;CHALECO DE TIRO BENISPORT FRESNO L;3;ROPA Y TEXTIL;0;PROVEDORES VARIOS;;;;;6000000000;7000000000;8,42792E+12;340
000000340NEGM..;CHALECO DE TIRO BENISPORT FRESNO M;3;ROPA Y TEXTIL;0;PROVEDORES VARIOS;;;;;6000000000;7000000000;8,42792E+12;340
000000340NEGXXL;CHALECO DE TIRO BENISPORT FRESNO XXL;3;ROPA Y TEXTIL;0;PROVEDORES VARIOS;;;;;6000000000;7000000000;8,42792E+12;340
000000340NEGS..;CHALECO DE TIRO BENISPORT FRESNO S;3;ROPA Y TEXTIL;0;PROVEDORES VARIOS;;;;;6000000000;7000000000;8,42792E+12;340
000000340NEGXL.;CHALECO DE TIRO BENISPORT FRESNO XL;3;ROPA Y TEXTIL;0;PROVEDORES VARIOS;;;;;6000000000;7000000000;8,42792E+12;340
000000341AZU3XL;CHALECO DE TIRO BENISPORT NOGAL 3XL;3;ROPA Y TEXTIL;0;PROVEDORES VARIOS;;;;;6000000000;7000000000;8,42792E+12;
000000341AZUM..;CHALECO DE TIRO BENISPORT NOGAL M;3;ROPA Y TEXTIL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,42792E+12;
000000341AZUS..;CHALECO DE TIRO BENISPORT NOGAL S;3;ROPA Y TEXTIL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,42792E+12;
000000341AZUXS.;CHALECO DE TIRO BENISPORT NOGAL XS;3;ROPA Y TEXTIL;0;PROVEDORES VARIOS;;;;;6000000000;7000000000;000000341AZUXS.;
000000341AZUXXL;CHALECO DE TIRO BENISPORT NOGAL XXL;3;ROPA Y TEXTIL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,42792E+12;
000000341AZUL..;CHALECO DE TIRO BENISPORT NOGAL L;3;ROPA Y TEXTIL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,42792E+12;
000000341AZUXL.;CHALECO DE TIRO BENISPORT NOGAL XL;3;ROPA Y TEXTIL;6;BERETTA BENELLI IBERICA, SA;;;;;6000000000;7000000000;8,42792E+12;
827183083VER048;CHALECO DEERHUNTER STRIKE EXTREME TALLA 48;3;ROPA Y TEXTIL;67;GAMO OUTDOOR, SL;;;;;6000000000;7000000000;5,70283E+12;
827183083VER052;CHALECO DEERHUNTER STRIKE EXTREME TALLA 52;3;ROPA Y TEXTIL;67;GAMO OUTDOOR, SL;;;;;6000000000;7000000000;5,70283E+12;
827183083VER054;CHALECO DEERHUNTER STRIKE EXTREME TALLA 54;3;ROPA Y TEXTIL;67;GAMO OUTDOOR, SL;;;;;6000000000;7000000000;5,70283E+12;
600290014VERL..;CHALECO FORRO POLAR SHERPA HARKILA SANDH L;3;ROPA Y TEXTIL;107;OUTFIT INTERNATIONAL AS;VERDE;;;;6000000000;7000000000;5,71473E+12;1,0526E+12
600290014MARL..;CHALECO FORRO POLAR SHERPA HARKILA SANDH L;3;ROPA Y TEXTIL;107;OUTFIT INTERNATIONAL AS;;;;;6000000000;7000000000;5,71473E+12;1,05261E+12
600290014MARM..;CHALECO FORRO POLAR SHERPA HARKILA SANDH M;3;ROPA Y TEXTIL;107;OUTFIT INTERNATIONAL AS;;;;;6000000000;7000000000;5,71473E+12;1,05261E+12
600290014VERM..;CHALECO FORRO POLAR SHERPA HARKILA SANDH M;3;ROPA Y TEXTIL;107;OUTFIT INTERNATIONAL AS;VERDE;;;;6000000000;7000000000;5,71473E+12;1,0526E+12
600290014VERXL.;CHALECO FORRO POLAR SHERPA HARKILA SANDH XL;3;ROPA Y TEXTIL;107;OUTFIT INTERNATIONAL AS;;;;;6000000000;7000000000;5,71473E+12;1,0526E+12
600290014MARXL.;CHALECO FORRO POLAR SHERPA HARKILA SANDH XL;3;ROPA Y TEXTIL;107;OUTFIT INTERNATIONAL AS;;;;;6000000000;7000000000;5,71473E+12;1,05261E+12
600290014MARXXL;CHALECO FORRO POLAR SHERPA HARKILA SANDH XXL;3;ROPA Y TEXTIL;107;OUTFIT INTERNATIONAL AS;;;;;6000000000;7000000000;5,71473E+12;1,05261E+12
600290014VERXXL;CHALECO FORRO POLAR SHERPA HARKILA SANDH XXL;3;ROPA Y TEXTIL;107;OUTFIT INTERNATIONAL AS;;;;;6000000000;7000000000;5,71473E+12;1,0526E+12
000XHA2BVNAR3XL;CHALECO HART ARMOTION CLASS V VER/NAR 3XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE-NARANJA;;;;6000000000;7000000000;8,43029E+12;XHA2BV3XL
000XHA2BVNARL..;CHALECO HART ARMOTION CLASS V VER/NAR L;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE-NARANJA;;;;6000000000;7000000000;8,43029E+12;XHA2BVL
000XHA2BVNARM..;CHALECO HART ARMOTION CLASS V VER/NAR M;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE-NARANJA;;;;6000000000;7000000000;8,43029E+12;XHA2BVM
000XHA2BVNARS..;CHALECO HART ARMOTION CLASS V VER/NAR S;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE-NARANJA;;;;6000000000;7000000000;8,43029E+12;XHA2BVS
000XHA2BVNARXL.;CHALECO HART ARMOTION CLASS V VER/NAR XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE-NARANJA;;;;6000000000;7000000000;8,43029E+12;XHA2BVXL
000XHA2BVNARXXL;CHALECO HART ARMOTION CLASS V VER/NAR XXL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE-NARANJA;;;;6000000000;7000000000;8,43029E+12;XHA2BVXXL
000XHA2GVVER3XL;CHALECO HART ARMOTION CLASS V VERDE 3XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHA2GV3XL
000XHA2GVVERL..;CHALECO HART ARMOTION CLASS V VERDE L;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHA2GVL
000XHA2GVVERM..;CHALECO HART ARMOTION CLASS V VERDE M;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHA2GV 
000XHA2GVVERS..;CHALECO HART ARMOTION CLASS V VERDE S;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHA2GVS
000XHA2GVVERXL.;CHALECO HART ARMOTION CLASS V VERDE XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHA2GVXL
000XHA2GVVERXXL;CHALECO HART ARMOTION CLASS V VERDE XXL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHA2GVXXL
XHAEV0000VER3XL;CHALECO HART ARMOTION EVO-V 3XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;Chaleco HART ARMOTION-V E;XHAEVS3XL
XHAEV0000VERL..;CHALECO HART ARMOTION EVO-V L;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHAEVL
XHAEV0000VERM..;CHALECO HART ARMOTION EVO-V M;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHAEVM
XHAEV0000VERS..;CHALECO HART ARMOTION EVO-V S;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHAEVS
XHAEV0000VERXL.;CHALECO HART ARMOTION EVO-V XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHAEVXL
XHAEV0000VERXXL;CHALECO HART ARMOTION EVO-V XXL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHAEVXXL
XHAVV0000VER3XL;CHALECO HART AVANT-V 3XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHAVV 3XL
XHAVV0000VERL..;CHALECO HART AVANT-V L;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHAVVL
XHAVV0000VERM..;CHALECO HART AVANT-V M;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHAVVM
XHAVV0000VERS..;CHALECO HART AVANT-V S;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHAVVS
XHAVV0000VERXL.;CHALECO HART AVANT-V XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHAVVXL
XHAVV0000VERXXL;CHALECO HART AVANT-V XXL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHAVVXXL
0000XHBLVVER3XL;CHALECO HART BULLFIGHT V 3XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;8,43029E+12;XHBLV3XL
0000XHBLVVERL..;CHALECO HART BULLFIGHT V L;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;8,43029E+12;XHBLVL
0000XHBLVVERM..;CHALECO HART BULLFIGHT V M;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;8,43029E+12;XHBLVM
0000XHBLVVERS..;CHALECO HART BULLFIGHT V S;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;8,43029E+12;XHBLVS
0000XHBLVVERXL.;CHALECO HART BULLFIGHT V XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;8,43029E+12;XHBLVXL
0000XHBLVVERXXL;CHALECO HART BULLFIGHT V XXL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;8,43029E+12;XHBLVXXL
XHBUV0000VER3XL;CHALECO HART BUREBA-V 3XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE OLIVA;;;;6000000000;7000000000;8,43029E+12;XHBUV3XL
XHBUV0000VERL..;CHALECO HART BUREBA-V L;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE OLIVA;;;;6000000000;7000000000;8,43029E+12;XHBUVL
XHBUV0000VERM..;CHALECO HART BUREBA-V M;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE OLIVA;;;;6000000000;7000000000;8,43029E+12;XHBUVM
XHBUV0000VERS..;CHALECO HART BUREBA-V S;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE OLIVA;;;;6000000000;7000000000;8,43029E+12;XHBUVS
XHBUV0000VERXL.;CHALECO HART BUREBA-V XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE OLIVA;;;;6000000000;7000000000;8,43029E+12;XHBUVXL
XHBUV0000VERXXL;CHALECO HART BUREBA-V XXL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE OLIVA;;;;6000000000;7000000000;8,43029E+12;XHBUVXXL
0000XHMQVVER3XL;CHALECO HART MAQUEDA V 3XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;0000XHMQVVER3XL;XHMQV
0000XHMQVVERL..;CHALECO HART MAQUEDA V L;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;84302923453;XHMQV
0000XHMQVVERM..;CHALECO HART MAQUEDA V M;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;XHMQV;XHMQV
0000XHMQVVERS..;CHALECO HART MAQUEDA V S;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;8,43029E+12;XHMQV
0000XHMQVVERXL.;CHALECO HART MAQUEDA V XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;0000XHMQVVERXL.;XHMQV
0000XHMQVVERXXL;CHALECO HART MAQUEDA V XXL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;8,43029E+12;XHMQV
XHMNV0000MAR3XL;CHALECO HART MONTARAZ-V 3XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;MARRON;;;;6000000000;7000000000;8,43029E+12;XHMNV3XL
XHMNV0000MARL..;CHALECO HART MONTARAZ-V L;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;MARRON;;;;6000000000;7000000000;8,43029E+12;XHMNVL
XHMNV0000MARM..;CHALECO HART MONTARAZ-V M;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;MARRON;;;;6000000000;7000000000;8,43029E+12;XHMNVM
XHMNV0000MARS..;CHALECO HART MONTARAZ-V S;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;MARRON;;;;6000000000;7000000000;8,43029E+12;XHMNVS
XHMNV0000MARXL.;CHALECO HART MONTARAZ-V XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;MARRON;;;;6000000000;7000000000;8,43029E+12;XHMNVXL
XHMNV0000MARXXL;CHALECO HART MONTARAZ-V XXL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;MARRON;;;;6000000000;7000000000;8,43029E+12;XHMNVXXL
0000XHNA3VERM/L;CHALECO HART NAVIGATOR 3 M/L;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;8,43029E+12;XHNA3M/L
0000XHNA3VERXLG;CHALECO HART NAVIGATOR 3 XL/XXL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;;;;;6000000000;7000000000;8,43029E+12;XHNA3XL/XXL
XHTV00000VER3XL;CHALECO HART TAVERA-V 3XL;3;ROPA Y TEXTIL;8;SUMINISTROS EVIA, SL;VERDE;;;;6000000000;7000000000;8,43029E+12;XHTV3XL
